"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2011"	"2011"	19392
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2012"	"2012"	19257
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2013"	"2013"	19082
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2014"	"2014"	18947
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2015"	"2015"	18856
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2016"	"2016"	18794
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2017"	"2017"	18977
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2018"	"2018"	19360
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2019"	"2019"	19712
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2020"	"2020"	20095
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2021"	"2021"	20465
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2022"	"2022"	20811
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2023"	"2023"	21128
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2024"	"2024"	21379
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2025"	"2025"	21569
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2026"	"2026"	21699
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2027"	"2027"	21757
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2028"	"2028"	21769
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2029"	"2029"	21730
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2030"	"2030"	21628
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2004"	"2004"	262836
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2005"	"2005"	260056
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2006"	"2006"	256459
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2007"	"2007"	253092
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2008"	"2008"	250281
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2009"	"2009"	249424
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2010"	"2010"	249815
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2011"	"2011"	253747
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2012"	"2012"	258405
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2013"	"2013"	263430
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2014"	"2014"	267991
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2015"	"2015"	272205
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2016"	"2016"	274356
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2017"	"2017"	276943
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2018"	"2018"	279688
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2019"	"2019"	282727
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2020"	"2020"	285972
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2021"	"2021"	289393
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2022"	"2022"	292876
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2023"	"2023"	296302
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2024"	"2024"	299581
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2025"	"2025"	302670
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2026"	"2026"	305563
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2027"	"2027"	308291
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2028"	"2028"	310945
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2029"	"2029"	313597
	"10-14 years"	"10-14"	"Male"	"M"	"Virginia"	"51"	"2030"	"2030"	316321
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2004"	"2004"	223627
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2005"	"2005"	219675
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2006"	"2006"	215710
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2007"	"2007"	211914
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2008"	"2008"	209159
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2009"	"2009"	207903
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2010"	"2010"	207272
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2011"	"2011"	207607
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2012"	"2012"	208021
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2013"	"2013"	207939
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2014"	"2014"	208600
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2015"	"2015"	210081
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2016"	"2016"	212036
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2017"	"2017"	215310
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2018"	"2018"	220039
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2019"	"2019"	225183
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2020"	"2020"	230617
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2021"	"2021"	236136
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2022"	"2022"	241690
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2023"	"2023"	247127
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2024"	"2024"	252369
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2025"	"2025"	257349
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2026"	"2026"	262071
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2027"	"2027"	266563
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2028"	"2028"	270785
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2029"	"2029"	274728
	"10-14 years"	"10-14"	"Male"	"M"	"Washington"	"53"	"2030"	"2030"	278438
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2004"	"2004"	59346
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2005"	"2005"	58565
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2006"	"2006"	57600
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2007"	"2007"	56663
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2008"	"2008"	55948
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2009"	"2009"	55383
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2010"	"2010"	55172
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2011"	"2011"	55204
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2012"	"2012"	55389
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2013"	"2013"	55880
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2014"	"2014"	56497
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2015"	"2015"	56673
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2016"	"2016"	56661
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2017"	"2017"	56480
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2018"	"2018"	55898
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2019"	"2019"	55097
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2020"	"2020"	54274
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2021"	"2021"	53472
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2022"	"2022"	52711
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2023"	"2023"	51986
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2024"	"2024"	51291
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2025"	"2025"	50630
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2026"	"2026"	49980
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2027"	"2027"	49358
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2028"	"2028"	48777
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2029"	"2029"	48253
	"10-14 years"	"10-14"	"Male"	"M"	"West Virginia"	"54"	"2030"	"2030"	47807
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2004"	"2004"	201606
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2005"	"2005"	197823
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2006"	"2006"	193798
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2007"	"2007"	190315
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2008"	"2008"	187385
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2009"	"2009"	186110
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2010"	"2010"	185775
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2011"	"2011"	186370
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2012"	"2012"	187475
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2013"	"2013"	188372
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2014"	"2014"	188929
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2015"	"2015"	189380
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2016"	"2016"	189986
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2017"	"2017"	191023
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2018"	"2018"	192892
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2019"	"2019"	194954
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2020"	"2020"	197015
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2021"	"2021"	198898
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2022"	"2022"	200492
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2023"	"2023"	201705
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2024"	"2024"	202467
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2025"	"2025"	202747
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2026"	"2026"	202702
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2027"	"2027"	202355
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2028"	"2028"	201764
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2029"	"2029"	200987
	"10-14 years"	"10-14"	"Male"	"M"	"Wisconsin"	"55"	"2030"	"2030"	200102
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2004"	"2004"	18265
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2005"	"2005"	17694
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2006"	"2006"	17196
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2007"	"2007"	16791
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2008"	"2008"	16475
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2009"	"2009"	16404
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2010"	"2010"	16511
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2011"	"2011"	16559
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2012"	"2012"	16772
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2013"	"2013"	17013
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2014"	"2014"	17163
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2015"	"2015"	17348
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2016"	"2016"	17572
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2017"	"2017"	17692
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2018"	"2018"	17721
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2019"	"2019"	17688
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2020"	"2020"	17599
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2021"	"2021"	17467
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2022"	"2022"	17277
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2023"	"2023"	17077
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2024"	"2024"	16865
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2025"	"2025"	16614
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2026"	"2026"	16333
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2027"	"2027"	16032
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2028"	"2028"	15713
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2029"	"2029"	15403
	"10-14 years"	"10-14"	"Male"	"M"	"Wyoming"	"56"	"2030"	"2030"	15102
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2004"	"2004"	155351
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2005"	"2005"	156714
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2006"	"2006"	157868
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2007"	"2007"	158835
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2008"	"2008"	159260
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2009"	"2009"	158309
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2010"	"2010"	155917
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2011"	"2011"	153644
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2012"	"2012"	151781
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2013"	"2013"	150228
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2014"	"2014"	149537
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2015"	"2015"	149801
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2016"	"2016"	151550
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2017"	"2017"	152387
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2018"	"2018"	153130
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2019"	"2019"	153748
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2020"	"2020"	153846
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2021"	"2021"	152632
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2022"	"2022"	152586
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2023"	"2023"	152664
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2024"	"2024"	152779
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2025"	"2025"	153002
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2026"	"2026"	153249
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2027"	"2027"	153450
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2028"	"2028"	153604
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2029"	"2029"	153645
	"15-19 years"	"15-19"	"Female"	"F"	"Alabama"	"01"	"2030"	"2030"	153586
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2004"	"2004"	26945
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2005"	"2005"	26635
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2006"	"2006"	26243
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2007"	"2007"	25692
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2008"	"2008"	24938
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2009"	"2009"	24266
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2010"	"2010"	23394
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2011"	"2011"	22558
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2012"	"2012"	21855
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2013"	"2013"	21476
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2014"	"2014"	21173
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2015"	"2015"	20953
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2016"	"2016"	21064
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2017"	"2017"	21381
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2018"	"2018"	21539
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2019"	"2019"	21912
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2020"	"2020"	22481
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2021"	"2021"	22964
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2022"	"2022"	23581
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2023"	"2023"	24428
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2024"	"2024"	25212
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2025"	"2025"	25988
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2026"	"2026"	26697
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2027"	"2027"	27329
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2028"	"2028"	27856
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2029"	"2029"	28316
	"15-19 years"	"15-19"	"Female"	"F"	"Alaska"	"02"	"2030"	"2030"	28692
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2004"	"2004"	197731
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2005"	"2005"	204004
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2006"	"2006"	209430
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2007"	"2007"	214146
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2008"	"2008"	217967
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2009"	"2009"	220429
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2010"	"2010"	221103
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2011"	"2011"	221666
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2012"	"2012"	222080
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2013"	"2013"	222369
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2014"	"2014"	224295
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2015"	"2015"	227066
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2016"	"2016"	232535
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2017"	"2017"	239263
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2018"	"2018"	247658
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2019"	"2019"	255935
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2020"	"2020"	264581
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2021"	"2021"	271690
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2022"	"2022"	279120
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2023"	"2023"	286263
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2024"	"2024"	293557
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2025"	"2025"	300919
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2026"	"2026"	308321
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2027"	"2027"	315779
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2028"	"2028"	323155
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2029"	"2029"	330529
	"15-19 years"	"15-19"	"Female"	"F"	"Arizona"	"04"	"2030"	"2030"	337823
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2004"	"2004"	93381
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2005"	"2005"	94135
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2006"	"2006"	94898
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2007"	"2007"	95434
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2008"	"2008"	95806
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2009"	"2009"	95612
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2010"	"2010"	94991
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2011"	"2011"	94831
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2012"	"2012"	94855
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2013"	"2013"	95053
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2014"	"2014"	95680
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2015"	"2015"	96311
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2016"	"2016"	96934
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2017"	"2017"	97651
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2018"	"2018"	98894
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2019"	"2019"	99951
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2020"	"2020"	100823
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2021"	"2021"	101306
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2022"	"2022"	101804
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2023"	"2023"	101738
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2024"	"2024"	101734
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2025"	"2025"	101743
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2026"	"2026"	101840
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2027"	"2027"	102031
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2028"	"2028"	102291
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2029"	"2029"	102622
	"15-19 years"	"15-19"	"Female"	"F"	"Arkansas"	"05"	"2030"	"2030"	103036
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2004"	"2004"	1284177
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2005"	"2005"	1317712
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2006"	"2006"	1350096
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2007"	"2007"	1374403
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2008"	"2008"	1384729
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2009"	"2009"	1382581
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2010"	"2010"	1365558
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2011"	"2011"	1338672
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2012"	"2012"	1305906
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2013"	"2013"	1272053
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2014"	"2014"	1240145
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2015"	"2015"	1214894
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2016"	"2016"	1209953
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2017"	"2017"	1217311
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2018"	"2018"	1233696
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2019"	"2019"	1257270
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2020"	"2020"	1282439
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2021"	"2021"	1298618
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2022"	"2022"	1317191
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2023"	"2023"	1338694
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2024"	"2024"	1360870
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2025"	"2025"	1383605
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2026"	"2026"	1405979
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2027"	"2027"	1427798
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2028"	"2028"	1448403
	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	"2029"	"2029"	1467199
