"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"75-84 years"	"75-84"	90	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"85+ years"	"85+"	206	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"65-74 years"	"65-74"	58	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"75-84 years"	"75-84"	94	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	214	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"65-74 years"	"65-74"	62	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"75-84 years"	"75-84"	74	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"85+ years"	"85+"	206	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	64	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"75-84 years"	"75-84"	83	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"85+ years"	"85+"	214	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"65-74 years"	"65-74"	63	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"75-84 years"	"75-84"	98	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"85+ years"	"85+"	217	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"75-84 years"	"75-84"	93	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"85+ years"	"85+"	204	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"65-74 years"	"65-74"	81	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"75-84 years"	"75-84"	69	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"85+ years"	"85+"	216	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"75-84 years"	"75-84"	102	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"85+ years"	"85+"	177	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"65-74 years"	"65-74"	64	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"75-84 years"	"75-84"	91	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"85+ years"	"85+"	200	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"65-74 years"	"65-74"	69	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	83	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"85+ years"	"85+"	176	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"65-74 years"	"65-74"	71	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"75-84 years"	"75-84"	95	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	174	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	84	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"85+ years"	"85+"	221	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"65-74 years"	"65-74"	60	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"75-84 years"	"75-84"	98	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"85+ years"	"85+"	222	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"75-84 years"	"75-84"	87	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	209	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"75-84 years"	"75-84"	62	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"85+ years"	"85+"	198	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"65-74 years"	"65-74"	56	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"75-84 years"	"75-84"	63	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"85+ years"	"85+"	184	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"75-84 years"	"75-84"	83	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"85+ years"	"85+"	202	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"75-84 years"	"75-84"	78	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	201	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"65-74 years"	"65-74"	71	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"75-84 years"	"75-84"	97	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"85+ years"	"85+"	208	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"65-74 years"	"65-74"	53	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"75-84 years"	"75-84"	80	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"85+ years"	"85+"	191	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"65-74 years"	"65-74"	61	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"75-84 years"	"75-84"	83	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	194	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"65-74 years"	"65-74"	63	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"75-84 years"	"75-84"	77	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	188	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"65-74 years"	"65-74"	86	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"75-84 years"	"75-84"	99	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"85+ years"	"85+"	233	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"75-84 years"	"75-84"	96	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"85+ years"	"85+"	242	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"65-74 years"	"65-74"	50	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"75-84 years"	"75-84"	92	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"85+ years"	"85+"	204	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"65-74 years"	"65-74"	63	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"75-84 years"	"75-84"	101	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"85+ years"	"85+"	221	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"65-74 years"	"65-74"	65	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"75-84 years"	"75-84"	78	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"85+ years"	"85+"	199	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	"65-74 years"	"65-74"	77	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	"75-84 years"	"75-84"	97	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	"85+ years"	"85+"	198	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"65-74 years"	"65-74"	60	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"75-84 years"	"75-84"	75	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"85+ years"	"85+"	205	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"65-74 years"	"65-74"	65	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"75-84 years"	"75-84"	83	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"85+ years"	"85+"	216	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"65-74 years"	"65-74"	70	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"75-84 years"	"75-84"	84	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"85+ years"	"85+"	194	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"65-74 years"	"65-74"	70	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"75-84 years"	"75-84"	79	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	196	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"75-84 years"	"75-84"	84	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"85+ years"	"85+"	194	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"65-74 years"	"65-74"	70	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	80	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"85+ years"	"85+"	218	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"65-74 years"	"65-74"	62	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"75-84 years"	"75-84"	101	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"85+ years"	"85+"	233	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"65-74 years"	"65-74"	69	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"75-84 years"	"75-84"	83	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"85+ years"	"85+"	251	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"65-74 years"	"65-74"	64	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"75-84 years"	"75-84"	87	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"85+ years"	"85+"	187	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"65-74 years"	"65-74"	71	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"75-84 years"	"75-84"	103	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"85+ years"	"85+"	251	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"65-74 years"	"65-74"	72	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"75-84 years"	"75-84"	75	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"85+ years"	"85+"	210	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"65-74 years"	"65-74"	62	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"75-84 years"	"75-84"	89	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"85+ years"	"85+"	206	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"65-74 years"	"65-74"	68	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"75-84 years"	"75-84"	93	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"85+ years"	"85+"	223	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"65-74 years"	"65-74"	76	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"75-84 years"	"75-84"	91	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"85+ years"	"85+"	199	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"65-74 years"	"65-74"	74	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"75-84 years"	"75-84"	79	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"85+ years"	"85+"	208	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"65-74 years"	"65-74"	66	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"75-84 years"	"75-84"	82	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"85+ years"	"85+"	216	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"65-74 years"	"65-74"	67	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"75-84 years"	"75-84"	73	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"85+ years"	"85+"	196	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"65-74 years"	"65-74"	67	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"75-84 years"	"75-84"	92	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"85+ years"	"85+"	219	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"65-74 years"	"65-74"	90	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"75-84 years"	"75-84"	94	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"85+ years"	"85+"	196	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"65-74 years"	"65-74"	69	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"75-84 years"	"75-84"	101	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"85+ years"	"85+"	209	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"65-74 years"	"65-74"	65	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"75-84 years"	"75-84"	86	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"85+ years"	"85+"	200	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"65-74 years"	"65-74"	74	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"75-84 years"	"75-84"	91	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"85+ years"	"85+"	234	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"65-74 years"	"65-74"	66	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"75-84 years"	"75-84"	85	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"85+ years"	"85+"	223	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"65-74 years"	"65-74"	77	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"75-84 years"	"75-84"	95	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"85+ years"	"85+"	220	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"65-74 years"	"65-74"	64	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"75-84 years"	"75-84"	78	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"85+ years"	"85+"	225	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"65-74 years"	"65-74"	67	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"75-84 years"	"75-84"	90	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"85+ years"	"85+"	232	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"65-74 years"	"65-74"	61	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"75-84 years"	"75-84"	93	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"85+ years"	"85+"	190	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"75-84 years"	"75-84"	74	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"85+ years"	"85+"	245	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"65-74 years"	"65-74"	67	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"75-84 years"	"75-84"	88	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"85+ years"	"85+"	187	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"65-74 years"	"65-74"	60	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"75-84 years"	"75-84"	73	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"85+ years"	"85+"	194	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"65-74 years"	"65-74"	72	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"75-84 years"	"75-84"	91	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"85+ years"	"85+"	228	Not Applicable	Not Applicable
